gvkey,conm,tic,cusip,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
008539,EXELON CORP,EXC,30161N101,C,00X,LC,21776,21396,19510101,19620130
008543,ALTRIA GROUP INC,MO,02209S103,P,01,LC,13901,21398,19620131,E
008543,ALTRIA GROUP INC,MO,02209S103,C,00X,LC,13901,21398,19500101,19620130
008545,PHILIPS INDUSTRIES INC,PHL.1,718320104,C,01,LC,42753,21400,19651201,19900822
008549,CONOCOPHILLIPS,COP,20825C104,P,01,LC,13928,21401,19620131,E
008549,CONOCOPHILLIPS,COP,20825C104,C,00X,LC,13928,21401,19500101,19620130
008551,PVH CORP,PVH,693656100,P,01,LC,13936,21402,19620228,E
008551,PVH CORP,PVH,693656100,C,00X,LC,13936,21402,19500101,19620227
008585,PILLSBURY CO,5841A,721510006,P,01,LU,16360,22684,19620131,19890110
008585,PILLSBURY CO,5841A,721510006,C,00X,LU,16360,22684,19500601,19620130
008596,PIONEER HI-BRED INTERNATIONL,PHB.1,723686101,P,01,LU,63096,3563,19730917,19991029
008606,PITNEY BOWES INC,PBI,724479100,P,01,LU,24459,21411,19620131,E
008606,PITNEY BOWES INC,PBI,724479100,C,00X,LU,24459,21411,19500918,19620130
008621,PIZZA HUT INC,PIZ.,725845101,P,01,LU,56012,25486,19721130,19771031
008626,PLACER DOME INC,PDG,725906101,C,01,LC,75181,21416,19870827,20060308
008626,PLACER DOME INC,PDG,725906101,C,01,LC,48012,24976,19690701,19870812
008657,PRIMARY PDC INC,PRDCQ,731095105,P,01,LU,26438,21426,19620131,20011009
008692,POTLATCH CORP,PCH,737630103,P,01,LC,49744,21431,19691215,E
008694,PEPCO HOLDINGS INC,POM,713291102,P,01,LC,23501,21432,19620131,20160323
008717,PRECISION CASTPARTS CORP,PCP,740189105,P,01,LC,63830,3499,19730131,20160129
008746,PRICE CO,PCLB.1,741440101,P,01,LU,64064,5322,19820302,19931029
008750,PRIME HOSPITALITY CORP,PDQ.2,741917108,P,01,LC,77880,21442,19920827,20041008
008750,PRIME HOSPITALITY CORP,PDQ.2,741917108,P,01,LC,54447,21442,19720330,19920731
008762,PROCTER & GAMBLE CO,PG,742718109,P,01,LU,18163,21446,19620131,E
008762,PROCTER & GAMBLE CO,PG,742718109,C,00X,LU,18163,21446,19490701,19620130
008787,ARCHSTONE INC-REDH,ASN,03999V934,C,01,LU,64451,3720,19740131,20071031
008787,ARCHSTONE INC-REDH,ASN,03999V934,C,00X,LC,64451,3720,19740101,19740130
008794,PROVIDENT COS INC,PVT.,743862104,P,03,LC,64531,3430,19960101,19990630
008794,PROVIDENT COS INC,PVT.,743862104,J,03,LC,64531,3430,19951227,19951231
008794,PROVIDENT COS INC,PVT.,743862104,P,01,LC,64531,3430,19721214,19951226
008804,NEW CENTURY ENERGIES INC,NCE.1,64352U103,P,01,LC,22613,21455,19620131,20000818
008804,NEW CENTURY ENERGIES INC,NCE.1,64352U103,C,00X,LC,22613,21455,19510101,19620130
008805,PSI RESOURCES INC,CIN2,693632002,C,01,LU,24192,21353,19620131,19941024
008805,PSI RESOURCES INC,CIN2,693632002,C,00X,LU,24192,21353,19510101,19620130
008810,PUBLIC SERVICE ENTRP GRP INC,PEG,744573106,P,01,LU,23712,21458,19620131,E
008810,PUBLIC SERVICE ENTRP GRP INC,PEG,744573106,C,00X,LU,23712,21458,19510101,19620130
008811,PUBLICARD INC,CARD,744627100,P,01,LC,86521,16358,19981222,20030327
008811,PUBLICARD INC,CARD,744627100,P,01,LC,22787,21459,19660131,19960731
008811,PUBLICARD INC,CARD,744627100,C,00X,LC,22787,21459,19500101,19660130
008820,PULLMAN INC,PU,745791103,P,01,LU,14066,22494,19620131,19801031
008820,PULLMAN INC,PU,745791103,C,00X,LU,14066,22494,19500101,19620130
008823,PULTEGROUP INC,PHM,745867101,P,01,LU,54148,21349,19720207,E
008828,PUREX INDUSTRIES INC,PRX.1,746252105,P,01,LU,39992,24424,19631220,19820810
008852,QUAKER OATS CO,OAT.,747402105,P,01,LU,24539,21470,19620131,20010802
008852,QUAKER OATS CO,OAT.,747402105,C,00X,LU,24539,21470,19510122,19620130
008873,QUESTAR CORP,STR,748356102,P,01,LC,27756,21476,19620131,20160916
008873,QUESTAR CORP,STR,748356102,C,00X,LC,27756,21476,19620101,19620130
008875,QUESTOR CORP,IQ.1,748369105,P,01,LU,16336,22681,19620228,19820930
008875,QUESTOR CORP,IQ.1,748369105,C,00X,LU,16336,22681,19600101,19620227
008889,RCA CORP,RCA.1,749285102,P,01,LC,14090,22497,19620131,19860530
008889,RCA CORP,RCA.1,749285102,C,00X,LC,14090,22497,19500101,19620130
008898,RAYMOND JAMES FINANCIAL CORP,RJF,754730109,P,01,LU,69649,6137,19830701,E
008935,RALSTON PURINA-CONSOLIDATED,RACM.CM,75199Z931,P,01,LC,28353,21485,19620110,19930801
008937,RAMADA INC,RAM.3,751328105,P,01,LC,45014,24792,19670920,19891220
008960,RAYCHEM CORP,RYC.,754603108,P,01,LU,64346,3782,19721214,19990812
008972,RAYTHEON CO,RTN,755111507,J,02,LU,85658,21492,19971218,20010514
008972,RAYTHEON CO,RTN,755111507,P,01,LU,24942,21492,19620228,E
008972,RAYTHEON CO,RTN,755111507,C,00X,LU,24942,21492,19520915,19620227
008974,R & B FALCON CORP,FLC.2,74912E101,P,03,LC,46228,21493,19890905,20010131
008974,R & B FALCON CORP,FLC.2,74912E101,C,01,LC,46228,21493,19890901,19890904
008974,R & B FALCON CORP,FLC.2,74912E101,P,01,LC,46228,21493,19680509,19890831
009002,REDMAN INDUSTRIES INC,RDMN,757642103,C,01,LC,79619,12406,19930917,19961024
009002,REDMAN INDUSTRIES INC,RDMN,757642103,C,01,LC,41486,24538,19650122,19881222
009004,REEBOK INTERNATIONAL LTD,RBK,758110100,P,01,LC,91380,7662,19850726,20060131
009008,REED TOOL CO,RDT.1,758260103,P,01,LU,23886,23243,19620228,19751128
009008,REED TOOL CO,RDT.1,758260103,C,00X,LU,23886,23243,19500101,19620227
009009,REEVES BROTHERS INC,RVS.,758556104,P,01,LC,23050,23185,19620131,19820702
009009,REEVES BROTHERS INC,RVS.,758556104,C,00X,LC,23050,23185,19490701,19620130
009036,RELIANCE ELECTRIC CO  -OLD,REE.1,759457104,P,01,LU,26307,23399,19620131,19791227
009061,HSBC USA INC,HBC2,40499Y000,P,01,LC,53938,21506,19720112,19991231
009063,AUTONATION INC,AN,05329W102,C,01,LU,76282,10594,19900511,E
009064,REPUBLIC STEEL CORP,3LTVCQ2,760779009,P,01,LC,14189,22504,19620131,19840629
009064,REPUBLIC STEEL CORP,3LTVCQ2,760779009,C,00X,LC,14189,22504,19500101,19620130
009067,FIRST REPUBLICBANK CORP,6131B,336160106,P,01,LU,59109,3928,19721214,19880801
009103,REVERE COPPER & BRASS INC,RVB,761406107,P,01,LU,17646,22793,19620131,19861128
009103,REVERE COPPER & BRASS INC,RVB,761406107,C,00X,LU,17646,22793,19500101,19620130
009104,REVLON INC  -OLD,4640A,76199X009,P,01,LC,25988,23373,19620131,19851226
009104,REVLON INC  -OLD,4640A,76199X009,C,00X,LC,25988,23373,19561210,19620130
009111,REXNORD HOLDINGS INC-OLD,FA1,76168T005,P,01,LU,21119,23050,19620131,19870430
009111,REXNORD HOLDINGS INC-OLD,FA1,76168T005,C,00X,LC,21119,23050,19491101,19620130
009113,NABISCO GROUP HOLDINGS CORP,NGH.2,62952P102,C,01,LC,76597,22506,19910321,20001211
009113,NABISCO GROUP HOLDINGS CORP,NGH.2,62952P102,C,01,LC,14218,22506,19620131,19890428
009113,NABISCO GROUP HOLDINGS CORP,NGH.2,62952P102,C,00X,LC,14218,22506,19500101,19620130
009114,REYNOLDS METALS CO,RLM.1,761763101,P,01,LU,18921,21512,19620131,20000531
009114,REYNOLDS METALS CO,RLM.1,761763101,C,00X,LU,18921,21512,19500101,19620130
009117,RHEINGOLD CORP,RG.2,762050102,C,01,LC,42323,24603,19650805,19731031
009126,RICHARDSON-VICKS INC,RVI.2,763282100,P,01,LU,62674,25696,19810317,19851129
009126,RICHARDSON-VICKS INC,RVI.2,763282100,P,01,LU,19430,22921,19620131,19810316
009126,RICHARDSON-VICKS INC,RVI.2,763282100,C,00X,LC,19430,22921,19490701,19620130
009149,RIO GRANDE INDUSTRIES,RGI.1,76799Y100,P,01,LC,48258,24989,19690428,19841119
009149,RIO GRANDE INDUSTRIES,RGI.1,76799Y100,P,01,LC,23237,23200,19620131,19690427
009149,RIO GRANDE INDUSTRIES,RGI.1,76799Y100,C,00X,LC,23237,23200,19591231,19620130
009155,RITE AID CORP,RAD,767754104,P,01,LU,46922,21515,19681007,E
009168,CALIBER SYSTEMS INC,CBB.1,129894101,P,01,LU,59432,3876,19721214,19980227
009195,FRONTIER CORP,FRO.1,35906P105,P,01,LC,26737,21521,19620131,19990930
009203,ROCKWELL AUTOMATION,ROK,773903109,P,01,LC,84381,31847,19961216,E
009203,ROCKWELL AUTOMATION,ROK,773903109,P,01,LC,18948,21524,19620131,19961206
009203,ROCKWELL AUTOMATION,ROK,773903109,C,00X,LC,18948,21524,19501230,19620130
009217,ROHM AND HAAS CO,ROH,775371107,P,01,LC,23990,21527,19620131,20090401
009217,ROHM AND HAAS CO,ROH,775371107,C,00X,LC,23990,21527,19500101,19620130
009224,SAFETY-KLEEN CORP,SKLNQ,78648R203,P,01,LU,64477,21529,19820714,20000609
009226,ROLM CORP,RM.1,775784101,P,01,LU,60572,3891,19760915,19841130
009234,ROPER CORP,ROP.1,776678104,P,01,LU,20343,22993,19640131,19880429
009234,ROPER CORP,ROP.1,776678104,C,00X,LU,20343,22993,19640101,19640130
009248,ROSS STORES INC,ROST,778296103,P,01,LU,91556,7684,19850808,E
009258,ROWAN COMPANIES PLC,RDC,G7665A101,P,01,LC,45495,21532,19671229,E
009266,ROYAL CROWN COS INC,RCC.2,780240107,P,01,LU,21303,23058,19620131,19840629
009266,ROYAL CROWN COS INC,RCC.2,780240107,C,00X,LU,21303,23058,19500101,19620130
009267,ROYAL DUTCH PETROLEUM NV,RDPL,780257804,N,93,LC,67791,3909,19831230,19891012
009267,ROYAL DUTCH PETROLEUM NV,RDPL,780257804,P,91,LC,25267,3909,19620131,20051118
009280,RUBBERMAID INC,RBD,781088109,P,01,LU,26884,21536,19620131,19990324
009293,RUSSELL CORP,RML.1,782352108,P,01,LU,47490,21540,19690116,20060831
009297,RYAN HOMES INC,RYN.1,783498108,P,01,LU,52062,25224,19710302,19870630
009298,RYAN'S RESTAURANT GROUP INC,RYAN,783520109,P,01,LC,68049,5577,19820713,20061130
009299,RYDER SYSTEM INC,R,783549108,P,01,LU,27633,21541,19620131,E
009303,RYMER FOODS INC,RFDS,783771306,P,01,LU,25718,21542,19620131,19970218
009303,RYMER FOODS INC,RFDS,783771306,C,00X,LU,25718,21542,19551130,19620130
009312,SCA SERVICES INC,SCV.1,783878101,P,01,LU,56186,25498,19721221,19840928
009316,SCM CORP,SCM.2,784015109,P,01,LU,20474,23003,19620131,19860331
009316,SCM CORP,SCM.2,784015109,C,00X,LU,20474,23003,19490701,19620130
009320,SFN COS INC,SFN.,784150104,P,01,LU,40723,24480,19640615,19850131
009351,SAFECO CORP,SAF,786429100,P,01,LC,59440,3962,19721214,20080922
009357,SAFETY-KLEEN CORP-OLD,SK.1,786484105,P,01,LU,65066,3964,19790403,19980529
009359,SAFEWAY INC,SWY,786514208,C,01,LC,76149,22765,19900426,20150129
009359,SAFEWAY INC,SWY,786514208,C,01,LC,17291,22765,19620131,19861124
009359,SAFEWAY INC,SWY,786514208,C,00X,LC,17291,22765,19500101,19620130
009369,ST JOE MINERALS CORP,SJO.1,790155105,P,01,LU,14250,22511,19620131,19810831
009369,ST JOE MINERALS CORP,SJO.1,790155105,C,00X,LC,14250,22511,19500101,19620130
009372,ST JUDE MEDICAL INC,STJ,790849103,P,01,LU,68591,4278,19770209,20170131
009377,ST LOUIS-SAN FRAN RAILWAY,FN.1,791808108,P,01,LU,23130,23192,19630131,19801128
009377,ST LOUIS-SAN FRAN RAILWAY,FN.1,791808108,C,00X,LC,23130,23192,19630101,19630130
009380,ST PAUL COS,SPC.2,79299X952,P,01,LC,59459,4293,19721214,20040401
009381,ST REGIS CORP,SRT.1,793453101,P,01,LU,23325,23204,19620131,19841130
009381,ST REGIS CORP,SRT.1,793453101,C,00X,LU,23325,23204,19500101,19620130
009395,SANDERS ASSOCIATES INC,SAA.1.,799850102,P,01,LU,42999,24650,19660228,19860829
009404,SANTA FE INDUSTRIES,SFF.2,802020107,P,01,LU,46682,24897,19680820,19831230
009405,SANTA FE INTERNATIONAL,SAF.2,802037101,P,01,LU,39896,24417,19631202,19811231
009406,SANTA FE SNYDER CORP,SFS.1,80218K105,P,01,LU,76122,26047,19900309,20000831
009408,SANTA FE PACIFIC CORP,SFX.2,802183103,P,01,LC,66069,21565,19840117,19950921
009408,SANTA FE PACIFIC CORP,SFX.2,802183103,P,01,LC,14496,22529,19620131,19831223
009408,SANTA FE PACIFIC CORP,SFX.2,802183103,C,00X,LC,14496,22529,19570101,19620130
009411,HILLSHIRE BRANDS CO,HSH,432589109,P,01,LC,22840,21566,19620131,20140828
009411,HILLSHIRE BRANDS CO,HSH,432589109,C,00X,LC,22840,21566,19490701,19620130
009445,SCANA CORP,SCG,80589M102,P,01,LU,23085,21570,19620131,E
009445,SCANA CORP,SCG,80589M102,C,00X,LU,23085,21570,19510101,19620130
009451,SCHAEFER (F.&M.) CORP,SFR.1,806228102,P,01,LU,47562,24949,19690124,19810430
009459,SCHERING-PLOUGH,SGP,806605101,P,01,LC,25013,21575,19620131,20091130
009459,SCHERING-PLOUGH,SGP,806605101,C,00X,LC,25013,21575,19530323,19620130
009463,SCHLITZ (JOS.) BREWING CO,SLZ.,806823100,P,01,LU,45081,24798,19670928,19820528
009465,SCHLUMBERGER LTD,SLB,806857108,P,01,LC,14277,21576,19620202,E
009465,SCHLUMBERGER LTD,SLB,806857108,C,00X,LC,14277,21576,19570101,19620201
009483,SCIENTIFIC-ATLANTA INC,SFA.1,808655104,P,01,LU,45671,21580,19680130,20060228
009514,SCOTT PAPER CO,SPP.3,809877103,P,01,LU,18032,21582,19620131,19951229
009514,SCOTT PAPER CO,SPP.3,809877103,C,00X,LU,18032,21582,19500101,19620130
009523,SCOVILL INC,SCO.1,810640102,P,01,LU,24336,23265,19620131,19850830
009523,SCOVILL INC,SCO.1,810640102,C,00X,LU,24336,23265,19500605,19620130
009545,SEAGATE TECHNOLOGY-OLD,SEG.2,811804103,P,01,LU,69607,5129,19810924,20001130
009548,SEAGRAM CO LTD,VO.3,811850106,P,01,LU,19916,21588,19620131,20001229
009548,SEAGRAM CO LTD,VO.3,811850106,C,00X,LU,19916,21588,19490801,19620130
009555,SEALED AIR CORP,SEE,81211K100,P,01,LC,85926,34702,19980408,E
009555,SEALED AIR CORP,SEE,81211K100,P,01,LC,61049,3968,19721214,19980331
009556,SPX CORP-OLD,SPW.2,784993941,P,01,LU,55212,21548,19720802,19981006
009560,SEARLE (G.D.) & CO,SRL.2,812302107,P,01,LU,40010,24426,19640102,19850930
009563,SEARS ROEBUCK & CO,S.1,812387108,P,01,LC,14322,21592,19620131,20050324
009563,SEARS ROEBUCK & CO,S.1,812387108,C,00X,LC,14322,21592,19500201,19620130
009577,SECURITY PACIFIC CORP,7448B,814823100,P,01,LU,60839,4205,19721214,19920430
009581,SEDCO INC,SED.1,815246103,P,01,LU,48549,25011,19690617,19841231
009611,SERVICE CORP INTERNATIONAL,SCI,817565104,P,01,LU,51625,21599,19701207,E
009618,SERVOMATION CORP,SVM.1,817715105,P,01,LU,39458,24389,19630729,19790131
009625,745 PROPERTY INVESTMENTS,2890A,81799Z008,P,01,LC,50681,25139,19700608,19810818
009635,SHARED MEDICAL SYSTEMS CORP,SMS.2,819486101,P,01,LU,70229,4150,19760629,20000731
009653,SHELL OIL CO,4108A,822635009,P,01,LU,14357,22518,19620131,19850531
009653,SHELL OIL CO,4108A,822635009,C,00X,LC,14357,22518,19500101,19620130
009667,SHERWIN-WILLIAMS CO,SHW,824348106,P,01,LU,36468,21609,19620702,E
009673,SHONEY'S INC,3SHOY,825039100,P,01,LU,70376,4098,19721214,20000711
009699,SIGMA-ALDRICH CORP,SIAL,826552101,P,01,LC,70536,4108,19750808,20151117
009705,SIGNAL COS,SGN.1,826622102,P,01,LU,36505,24158,19620702,19850930
009737,SIMMONS CO,SIM.4,828709105,P,01,LU,14402,22522,19620131,19790131
009737,SIMMONS CO,SIM.4,828709105,C,00X,LC,14402,22522,19500101,19620130
009761,SKYLINE CORP,SKY,830830105,P,01,LU,38850,21623,19630117,E
009766,SLATTERY GROUP INC,3SGIB,831175203,P,02,LU,18315,10415,19620131,19900531
009766,SLATTERY GROUP INC,3SGIB,831175203,C,00X,LU,18315,10415,19500101,19620130
009771,SMITH (A O) CORP,AOS,831865209,P,02,LU,65402,21625,19890101,E
009771,SMITH (A O) CORP,AOS,831865209,N,02,LU,65402,21625,19830930,19881231
009771,SMITH (A O) CORP,AOS,831865209,N,01,LU,19852,21625,19890101,20020805
009771,SMITH (A O) CORP,AOS,831865209,P,01,LU,19852,21625,19820129,19881231
009772,SMITH INTERNATIONAL INC,SII,832110100,P,01,LC,45794,21627,19680226,20100827
009775,SMITHKLINE BECKMAN CORP,SKB,832377105,P,01,LC,26390,23405,19620131,19890726
009777,SMUCKER (JM) CO,SJM,832696405,J,02,LC,77058,21629,19911031,20000828
009777,SMUCKER (JM) CO,SJM,832696405,P,01,LC,42585,21629,19651020,E
009778,SNAP-ON INC,SNA,833034101,P,01,LU,60206,4162,19721214,E
009783,KEYCORP,KEY,493267108,C,01,LC,70958,4183,19721214,19940301
009783,KEYCORP,KEY,493267108,C,01,LC,64995,2535,19940302,E
009810,SONAT INC,SNT.1,835415100,P,01,LU,21514,21632,19620131,19991029
009810,SONAT INC,SNT.1,835415100,C,00X,LC,21514,21632,19620101,19620130
009812,SONESTA INTL HOTELS  -CL A,SNSTA,835438409,P,01,LU,14461,4178,19650129,20120131
009812,SONESTA INTL HOTELS  -CL A,SNSTA,835438409,C,00X,LU,14461,4178,19600101,19650128
009819,SOO LINE CORP,SOO,835714106,P,01,LC,22138,23120,19630228,19900123
009819,SOO LINE CORP,SOO,835714106,C,00X,LC,22138,23120,19630101,19630227
009846,EDISON INTERNATIONAL,EIX,281020107,P,01,LU,15720,21543,19620131,E
009846,EDISON INTERNATIONAL,EIX,281020107,C,00X,LU,15720,21543,19510101,19620130
009850,SOUTHERN CO,SO,842587107,P,01,LU,18411,21640,19620131,E
009850,SOUTHERN CO,SO,842587107,C,00X,LU,18411,21640,19510101,19620130
009864,NORFOLK SOUTHERN RAILWAY CO,NSC1,655855005,P,01,LC,14509,22530,19620131,19820531
009864,NORFOLK SOUTHERN RAILWAY CO,NSC1,655855005,C,00X,LC,14509,22530,19570101,19620130
009872,7-ELEVEN INC,SE.3,817826209,C,02,LC,77015,25434,19910326,20051109
009872,7-ELEVEN INC,SE.3,817826209,C,02,LC,55351,25434,19720821,19871215
009880,SOUTHTRUST CORP,SOTR,844730101,P,01,LC,71686,3987,19780131,20041029
009880,SOUTHTRUST CORP,SOTR,844730101,C,00X,LC,71686,3987,19780101,19780130
009882,SOUTHWEST AIRLINES,LUV,844741108,P,01,LU,58683,4181,19721214,E
009899,AT&T INC,T,00206R102,P,01,LC,66093,21645,19840216,E
009904,SOUTHWESTERN ENERGY CO,SWN,845467109,P,01,LU,63765,4338,19730131,E
009904,SOUTHWESTERN ENERGY CO,SWN,845467109,C,00X,LU,63765,4338,19730101,19730130
009911,C & S SOVRAN CORP,CVN.3,12467H103,C,01,LC,76285,26107,19900910,19911231
009911,C & S SOVRAN CORP,CVN.3,12467H103,C,01,LC,71889,4817,19721214,19900831
009947,SPERRY CORP,SY.2,848355103,P,01,LU,14525,22533,19620131,19860930
009947,SPERRY CORP,SY.2,848355103,C,00X,LC,14525,22533,19500401,19620130
009963,SPRINGS INDUSTRIES  -CL A,SMI.1,851783100,P,01,LU,44062,21652,19661230,20010928
009965,SQUARE D CO,SQD.1,852206101,P,01,LU,20079,21653,19620131,19910528
009965,SQUARE D CO,SQD.1,852206101,C,00X,LU,20079,21653,19500101,19620130
009967,SQUIBB CORP,SQB,852245109,P,01,LU,45604,24832,19680115,19890929
009967,SQUIBB CORP,SQB,852245109,P,01,LU,10735,22220,19620131,19680112
009967,SQUIBB CORP,SQB,852245109,C,00X,LC,10735,22220,19610101,19620130
009977,STALEY CONTINENTAL INC,STA.1,852567106,P,01,LU,39263,24375,19630529,19880630
010001,STANDARD OIL CO,SRD,853734101,P,01,LU,21450,23070,19620131,19870630
010001,STANDARD OIL CO,SRD,853734101,C,00X,LU,21450,23070,19500101,19620130
010003,STANDARD PACKAGING CORP,SPK.1,853768109,P,01,LU,26446,23408,19620131,19701022
010016,STANLEY BLACK & DECKER INC,SWK,854502101,P,01,LC,43350,21664,19660615,E
010017,STANRAY CORP,SRY.,854701109,P,01,LC,24651,23286,19631031,19770331
010017,STANRAY CORP,SRY.,854701109,C,00X,LC,24651,23286,19510604,19631030
010035,STATE STREET CORP,STT,857477103,C,01,LU,72726,4260,19721214,E
010039,STAUFFER CHEMICAL CO,STF.,857721104,C,01,LU,25216,23319,19620131,19850327
010066,STERLING DRUG INC,STY.1,859264103,P,01,LU,14592,22538,19620131,19880331
010066,STERLING DRUG INC,STY.1,859264103,C,00X,LU,14592,22538,19500101,19620130
010082,STEVENS (J.P.) & CO,WPM1,860163005,P,01,LU,23421,23210,19620131,19880630
010082,STEVENS (J.P.) & CO,WPM1,860163005,C,00X,LU,23421,23210,19491101,19620130
010091,STOKELY VAN CAMP INC,OAT1,861504009,P,01,LC,20407,22998,19620131,19830812
010091,STOKELY VAN CAMP INC,OAT1,861504009,C,00X,LC,20407,22998,19500601,19620130
010093,STONE CONTAINER CORP,STO.3,861589109,P,01,LU,36978,21676,19620702,19981130
010096,PUBLIC STORAGE,PSA,74460D109,P,01,LC,64653,4289,19810130,E
010096,PUBLIC STORAGE,PSA,74460D109,C,00X,LC,64653,4289,19810101,19810129
010097,STORAGE TECHNOLOGY CP,STK.1,862111200,P,02,LU,58464,4254,19721214,20050831
010109,STRIDE RITE CORP,SRR,863314100,P,01,LU,27764,21678,19620131,20070831
010115,STRYKER CORP,SYK,863667101,P,01,LU,73139,4298,19790502,E
010121,NAVIENT CORP,NAVI,63938C108,P,04,LC,66325,6412,19920701,20140430
010121,NAVIENT CORP,NAVI,63938C108,N,04,LC,66325,6412,19830923,19920630
010121,NAVIENT CORP,NAVI,63938C108,P,04,LC,14601,54824,20140501,E
010156,SUNOCO INC,SUN.1,86764P109,P,01,LU,14656,21686,19620131,E
010156,SUNOCO INC,SUN.1,86764P109,C,00X,LU,14656,21686,19500101,19620130
010160,SUNBEAM CORP,AG1,867068009,P,01,LU,24037,23252,19620131,19811231
010160,SUNBEAM CORP,AG1,867068009,C,00X,LU,24037,23252,19500401,19620130
010187,SUNTRUST BANKS INC,STI,867914103,P,01,LC,68144,21691,19850701,E
010187,SUNTRUST BANKS INC,STI,867914103,P,01,LC,63343,4165,19721214,19850628
010190,SUPERVALU INC,SVU,868536301,P,01,LU,44951,21692,19670913,E
010197,SUPERIOR OIL CO,SOC.3,868273103,P,01,LU,21709,23095,19620131,19840928
010197,SUPERIOR OIL CO,SOC.3,868273103,C,00X,LU,21709,23095,19490901,19620130
010199,SUPERMARKETS GEN HLDG  -CL A,5654C,868446931,C,02,LC,37065,24202,19871001,19871005
010199,SUPERMARKETS GEN HLDG  -CL A,5654C,868446931,P,02,LC,37065,24202,19660131,19870930
010232,SYMBOL TECHNOLOGIES,SBL.2,871508107,P,01,LU,73940,4148,19790604,20070131
010243,SYNTEX CORP,SYN.1,871616108,P,01,LC,37102,21697,19620702,19941028
010247,SYSCO CORP,SYY,871829107,P,01,LU,52038,21698,19710226,E
010277,TECO ENERGY INC,TE,872375100,P,01,LC,37161,21700,19620702,20160630
010301,TRW INC,TRW.1,872649108,P,01,LU,18681,21705,19620131,20021231
010301,TRW INC,TRW.1,872649108,C,00X,LU,18681,21705,19500101,19620130
010320,TAFT BROADCASTING CO,TFB.,873635106,P,01,LU,28548,23550,19620502,19871030
010329,TANDEM COMPUTERS INC,TDM.,875370108,P,01,LC,74617,4491,19771214,19970829
010332,RS LEGACY CORP,RSHCQ,74979E101,P,01,LU,15560,21711,19650129,20151008
010332,RS LEGACY CORP,RSHCQ,74979E101,C,00X,LU,15560,21711,19590701,19650128
010391,TEKTRONIX INC,TEK.1,879131100,P,01,LU,40061,21719,19640110,20071130
010393,TELE-COMM TCI GROUP  -SER A,TCOMA,87924V101,J,02,LU,75038,4388,19820129,19990331
010393,TELE-COMM TCI GROUP  -SER A,TCOMA,87924V101,P,01,LU,75030,4388,19721214,19990331
010405,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,P,01,LU,43123,21722,19660502,E
010412,LORIMAR TELEPICTURES,6049B,544157100,P,01,LC,69024,4528,19840131,19890110
010420,TELLABS INC,TLAB,879664100,P,01,LC,75257,4467,19800715,20131231
010426,TEMPLE-INLAND INC,TIN,879868107,P,01,LC,66114,21726,19840127,20120229
010443,TENNECO INC,TEN,880349105,P,01,LC,84375,31841,19961212,E
010443,TENNECO INC,TEN,880349105,P,01,LC,26542,21729,19620131,19961211
010453,TERADYNE INC,TER,880770102,P,01,LC,51369,21731,19701019,E
010466,ANDEAVOR,ANDV,03349M105,P,01,LC,37284,21732,19660131,E
010466,ANDEAVOR,ANDV,03349M105,C,00X,LC,37284,21732,19651001,19660130
010482,TEXACO INC,TX.2,881694103,P,01,LU,14736,21734,19620131,20011031
010482,TEXACO INC,TX.2,881694103,C,00X,LU,14736,21734,19500101,19620130
010488,TEXAS COMMERCE BANCSHARES,TCB.3,882315104,C,01,LU,58093,4385,19721214,19870430
010490,TEXAS EASTERN CORP,PEL4,882387004,P,02,LC,27940,23508,19660131,19890628
010490,TEXAS EASTERN CORP,PEL4,882387004,C,00X,LC,27940,23508,19660101,19660130
010495,TEXAS GAS TRANSMISSION LLC,4093A,882440001,P,01,LU,26788,23426,19660131,19830930
010499,TEXAS INSTRUMENTS INC,TXN,882508104,P,01,LC,15579,21737,19620228,E
010503,TEXAS OIL & GAS CORP,TXO,882593106,P,01,LU,41523,24542,19650127,19860131
010507,ENERGY FUTURE HOLDINGS CORP,0033A,29299Z002,P,01,LU,24563,21740,19620131,20071031
010507,ENERGY FUTURE HOLDINGS CORP,0033A,29299Z002,C,00X,LU,24563,21740,19510213,19620130
010510,TEXASGULF INC,TG.2,882887102,P,01,LU,14760,22552,19620131,19810925
010510,TEXASGULF INC,TG.2,882887102,C,00X,LU,14760,22552,19500101,19620130
010519,TEXTRON INC,TXT,883203101,P,01,LC,23579,21743,19620131,E
010519,TEXTRON INC,TXT,883203101,C,00X,LC,23579,21743,19500101,19620130
010530,THERMO FISHER SCIENTIFIC INC,TMO,883556102,P,01,LC,62092,4557,19721214,E
010540,THOMAS & BETTS CORP,TNB,884315102,P,01,LU,38578,21745,19620927,20120531
010553,3COM CORP,COMS,885535104,P,01,LC,76129,6934,19840321,20100409
010558,THRIFTY CORPORATION,TFD.,885868109,P,01,LU,42462,24614,19650915,19860829
010571,TIGER INTERNATIONAL,6068B,886735109,P,01,LU,37364,6915,19660131,19890228
010576,TIME WARNER INC-OLD,TWX.1,887315109,P,01,LU,40483,21756,19640429,20010131
010580,TIMES MIRROR CO  -SER A,TMC,887364107,P,01,LC,81193,30844,19950201,20000612
010580,TIMES MIRROR CO  -SER A,TMC,887364107,P,01,LC,40635,21757,19640527,19950131
