gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic,co_cusip
005754,000003,19700630,19800531,S&P 500 Comp-Ltd,I0003,HOWARD JOHNSON CO,HJ,442672101
004470,000003,19700630,19840331,S&P 500 Comp-Ltd,I0003,EVANS PRODUCTS CO,4599B,299209106
009581,000003,19700630,19841231,S&P 500 Comp-Ltd,I0003,SEDCO INC,SED.1,815246103
005187,000003,19700630,19851231,S&P 500 Comp-Ltd,I0003,GLOBALSANTAFE CORP,GSF.2,G3930E101
006351,000003,19700630,19890228,S&P 500 Comp-Ltd,I0003,SUNAMERICA INC,SAI.1,866930100
005662,000003,19700630,19900131,S&P 500 Comp-Ltd,I0003,HOLIDAY CORP,HIA.1,435071105
007063,000003,19700630,19930930,S&P 500 Comp-Ltd,I0003,HOST HOTELS & RESORTS INC,HST,44107P104
002917,000003,19700630,20000618,S&P 500 Comp-Ltd,I0003,CHAMPION INTERNATIONAL CORP,CHA.3,158525105
008692,000003,19700630,20010708,S&P 500 Comp-Ltd,I0003,POTLATCH CORP,PCH,737630103
005643,000003,19700630,20071024,S&P 500 Comp-Ltd,I0003,HILTON WORLDWIDE HOLDINGS,HLT,432848109
002290,000003,19700630,20080622,S&P 500 Comp-Ltd,I0003,OFFICEMAX INC,OMX,67622P101
007697,000003,19700930,19760531,S&P 500 Comp-Ltd,I0003,NATIONAL AIRLINES INC,NAL.2,632431102
006730,000003,19701231,,S&P 500 Comp-Ltd,I0003,LILLY (ELI) & CO,LLY,532457108
005657,000003,19701231,19770228,S&P 500 Comp-Ltd,I0003,HOERNER WALDORF CORP,HWC,434398103
007131,000003,19710331,19810531,S&P 500 Comp-Ltd,I0003,MAYER (OSCAR) & CO,OMC.,577896103
001239,000003,19710331,20061116,S&P 500 Comp-Ltd,I0003,ALBERTO-CULVER CO,ACV.1,013078100
004790,000003,19710630,19720831,S&P 500 Comp-Ltd,I0003,FLORIDA EAST COAST INDS,FLA,340632108
007984,000003,19710630,19781130,S&P 500 Comp-Ltd,I0003,NORTHGATE MINERALS CORP,NXG,666416102
005172,000003,19710930,19820228,S&P 500 Comp-Ltd,I0003,GINO'S INC,GNO.1,376109104
008005,000003,19710930,19830831,S&P 500 Comp-Ltd,I0003,NORTON SIMON INC,4033A,668707003
007152,000003,19710930,20030819,S&P 500 Comp-Ltd,I0003,MCDERMOTT INTL INC,MDR,580037109
008937,000003,19711231,19891220,S&P 500 Comp-Ltd,I0003,RAMADA INC,RAM.3,751328105
008974,000003,19720331,19890731,S&P 500 Comp-Ltd,I0003,R & B FALCON CORP,FLC.2,74912E945
006038,000003,19720331,19930712,S&P 500 Comp-Ltd,I0003,INTERLAKE CORP,IK,458702107
002086,000003,19720930,,S&P 500 Comp-Ltd,I0003,BAXTER INTERNATIONAL INC,BAX,071813109
002111,000003,19720930,,S&P 500 Comp-Ltd,I0003,BECTON DICKINSON & CO,BDX,075887109
007116,000003,19720930,19750228,S&P 500 Comp-Ltd,I0003,MATTEL INC,MAT,577081102
005744,000003,19720930,19760531,S&P 500 Comp-Ltd,I0003,HOUSTON PIPE LINE CO,ENRNQ1,44299Y004
007733,000003,19720930,19760531,S&P 500 Comp-Ltd,I0003,NATIONAL FUEL GAS CO,NFG,636180101
005872,000003,19720930,19820731,S&P 500 Comp-Ltd,I0003,IDEAL TOY CORP,ID.1,451650105
002839,000003,19720930,19831031,S&P 500 Comp-Ltd,I0003,CENTEL CORP,CNT.4,151334109
003473,000003,19720930,19831031,S&P 500 Comp-Ltd,I0003,CONTEL CORP,CTC.1,210902102
010984,000003,19720930,19831031,S&P 500 Comp-Ltd,I0003,SPRINT CORP,S,852061100
007413,000003,19720930,19840831,S&P 500 Comp-Ltd,I0003,MILTON BRADLEY CO,MB.1,601753106
003869,000003,19720930,19841231,S&P 500 Comp-Ltd,I0003,DENNY'S INC,DEN.1,248703100
001481,000003,19720930,19851031,S&P 500 Comp-Ltd,I0003,AMERICAN HOSPITAL SUPPLY,AHS.1,026681106
003015,000003,19730331,19760531,S&P 500 Comp-Ltd,I0003,CHRIS-CRAFT INDS,CCN.2,170520100
008875,000003,19730331,19820930,S&P 500 Comp-Ltd,I0003,QUESTOR CORP,IQ.1,748369105
005458,000003,19730331,19960307,S&P 500 Comp-Ltd,I0003,HANDLEMAN CO,HDLM,410252100
008202,000003,19730331,19960930,S&P 500 Comp-Ltd,I0003,OUTBOARD MARINE CORP,9975B,690020102
002444,000003,19730331,20080622,S&P 500 Comp-Ltd,I0003,BRUNSWICK CORP,BC,117043109
010332,000003,19730331,20110630,S&P 500 Comp-Ltd,I0003,RS LEGACY CORP,RSHCQ,74979E101
006266,000003,19730630,,S&P 500 Comp-Ltd,I0003,JOHNSON & JOHNSON,JNJ,478160104
003466,000003,19730630,19750831,S&P 500 Comp-Ltd,I0003,CONTINENTAL MTG INVESTORS,CMI.2,211687108
003735,000003,19730630,19750831,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR,235851102
004512,000003,19730630,19750831,S&P 500 Comp-Ltd,I0003,FMI FINANCIAL CORP,FMIF,302501101
005563,000003,19730630,19760531,S&P 500 Comp-Ltd,I0003,HEILEMAN (G) BREWING  -OLD,GHB,422884106
007091,000003,19730630,19760531,S&P 500 Comp-Ltd,I0003,MASSMUTUAL MTG & RLTY INVS,MML.1,575421102
009625,000003,19730630,19760531,S&P 500 Comp-Ltd,I0003,745 PROPERTY INVESTMENTS,2890A,81799Z008
010744,000003,19730630,19760531,S&P 500 Comp-Ltd,I0003,TRITON GROUP LTD  -OLD,TGL.1,896755402
005775,000003,19730630,19870331,S&P 500 Comp-Ltd,I0003,HUGHES TOOL CO,HT.,444492102
001194,000003,19730630,19980930,S&P 500 Comp-Ltd,I0003,AHMANSON (H F) & CO,AHM.1,008677106
002796,000003,19730930,19910131,S&P 500 Comp-Ltd,I0003,BROADWAY STORES INC,BWY.1,111572103
005125,000003,19731231,,S&P 500 Comp-Ltd,I0003,GENUINE PARTS CO,GPC,372460105
007534,000003,19731231,19770531,S&P 500 Comp-Ltd,I0003,MONROE AUTO EQUIPMENT CO,MAE.1,610304107
004204,000003,19731231,19980709,S&P 500 Comp-Ltd,I0003,ECHLIN INC,ECH.1,278749106
002129,000003,19740331,19801130,S&P 500 Comp-Ltd,I0003,BELDEN CORP,BEL.1,077455103
013990,000003,19740630,19790531,S&P 500 Comp-Ltd,I0003,WARNACO GROUP INC,WRC,934390105
010510,000003,19740630,19811130,S&P 500 Comp-Ltd,I0003,TEXASGULF INC,TG.2,882887102
009002,000003,19740630,19880930,S&P 500 Comp-Ltd,I0003,REDMAN INDUSTRIES INC,RDMN,757642103
010950,000003,19740630,19910331,S&P 500 Comp-Ltd,I0003,U S HOME CORP,UH,911920106
009761,000003,19740630,19950730,S&P 500 Comp-Ltd,I0003,SKYLINE CORP,SKY,830830105
004768,000003,19740630,20000130,S&P 500 Comp-Ltd,I0003,FLEETWOOD ENTERPRISES INC,FLTWQ,339099103
007990,000003,19740930,19760531,S&P 500 Comp-Ltd,I0003,NORTHWEST ENERGY,NWP.,667446108
005606,000003,19741231,,S&P 500 Comp-Ltd,I0003,HP INC,HPQ,40434L105
011050,000003,19741231,19761130,S&P 500 Comp-Ltd,I0003,UTAH INTERNATIONAL INC,UC.1,917478109
010540,000003,19741231,20040802,S&P 500 Comp-Ltd,I0003,THOMAS & BETTS CORP,TNB,884315102
006821,000003,19741231,20061109,S&P 500 Comp-Ltd,I0003,LOUISIANA-PACIFIC CORP,LPX,546347105
008488,000003,19741231,20081123,S&P 500 Comp-Ltd,I0003,APPLIED BIOSYSTEMS INC,ABI.3,038149100
011506,000003,19750331,,S&P 500 Comp-Ltd,I0003,WILLIAMS COS INC,WMB,969457100
002122,000003,19750331,19850930,S&P 500 Comp-Ltd,I0003,BEKER INDUSTRIES,BKI910,077266104
010608,000003,19750331,19910430,S&P 500 Comp-Ltd,I0003,TONKA CORP,TKA.,890278104
004719,000003,19750331,19951022,S&P 500 Comp-Ltd,I0003,CHEMFIRST INC,CEM.2,16361A106
006096,000003,19750331,20001017,S&P 500 Comp-Ltd,I0003,MALLINCKRODT INC,MKG,561232109
002044,000003,19750630,,S&P 500 Comp-Ltd,I0003,BARD (C.R.) INC,BCR,067383109
001387,000003,19750930,19781130,S&P 500 Comp-Ltd,I0003,AMERICAN AIR FILTER INC,AAF.1,023753106
004417,000003,19750930,19820228,S&P 500 Comp-Ltd,I0003,ENVIROTECH CORP,EVT.1,294098108
011459,000003,19750930,19830131,S&P 500 Comp-Ltd,I0003,WHEELABRATOR-FRYE,WFI.1,962898201
008407,000003,19750930,19850930,S&P 500 Comp-Ltd,I0003,PEABODY INTERNATIONAL CORP,PBD.1,704562107
002439,000003,19750930,19990801,S&P 500 Comp-Ltd,I0003,BROWNING-FERRIS INDS,BFI.,115885105
004207,000003,19751231,19860430,S&P 500 Comp-Ltd,I0003,ECKERD CORP,ECK.1,278763107
013961,000003,19751231,19861130,S&P 500 Comp-Ltd,I0003,REVCO D.S. INC,RXR.1,761339100
011284,000003,19751231,19890731,S&P 500 Comp-Ltd,I0003,WARNER COMMUNICATIONS INC,WCI.1,934436106
003955,000003,19751231,19980611,S&P 500 Comp-Ltd,I0003,DIGITAL EQUIPMENT,DEC.1,253849103
009155,000003,19751231,20000726,S&P 500 Comp-Ltd,I0003,RITE AID CORP,RAD,767754104
006475,000003,19751231,20060627,S&P 500 Comp-Ltd,I0003,KNIGHT-RIDDER INC,KRI,499040103
004988,000003,19751231,20170601,S&P 500 Comp-Ltd,I0003,TEGNA INC,TGNA,87901J105
006078,000003,19760331,,S&P 500 Comp-Ltd,I0003,INTL FLAVORS & FRAGRANCES,IFF,459506101
008621,000003,19760331,19771130,S&P 500 Comp-Ltd,I0003,PIZZA HUT INC,PIZ.,725845101
003613,000003,19760331,19810531,S&P 500 Comp-Ltd,I0003,CROUSE-HINDS CO,CHI.1,227813102
002272,000003,19760331,19841031,S&P 500 Comp-Ltd,I0003,BLUE BELL INC,BBL.1,095293106
006834,000003,19760331,19880531,S&P 500 Comp-Ltd,I0003,LUCKY STORES INC,LKS,549577104
007672,000003,19760331,19890630,S&P 500 Comp-Ltd,I0003,NORTHWEST AIRLINES CORP,NWA,667280101
002255,000003,19760331,20100314,S&P 500 Comp-Ltd,I0003,BLACK & DECKER CORP,BDK,091797100
001177,000003,19760630,,S&P 500 Comp-Ltd,I0003,AETNA INC,AET,00817Y108
001447,000003,19760630,,S&P 500 Comp-Ltd,I0003,AMERICAN EXPRESS CO,AXP,025816109
002547,000003,19760630,,S&P 500 Comp-Ltd,I0003,CIGNA CORP,CI,125509109
002968,000003,19760630,,S&P 500 Comp-Ltd,I0003,JPMORGAN CHASE & CO,JPM,46625H100
003505,000003,19760630,,S&P 500 Comp-Ltd,I0003,MOLSON COORS BREWING CO,TAP,60871R209
003980,000003,19760630,,S&P 500 Comp-Ltd,I0003,DISNEY (WALT) CO,DIS,254687106
004093,000003,19760630,,S&P 500 Comp-Ltd,I0003,DUKE ENERGY CORP,DUK,26441C204
004517,000003,19760630,,S&P 500 Comp-Ltd,I0003,NEXTERA ENERGY INC,NEE,65339F101
006742,000003,19760630,,S&P 500 Comp-Ltd,I0003,LINCOLN NATIONAL CORP,LNC,534187109
007647,000003,19760630,,S&P 500 Comp-Ltd,I0003,BANK OF AMERICA CORP,BAC,060505104
008007,000003,19760630,,S&P 500 Comp-Ltd,I0003,WELLS FARGO & CO,WFC,949746101
005966,000003,19760630,19781130,S&P 500 Comp-Ltd,I0003,INLAND CONTAINER CORP,IN.4,457326304
004508,000003,19760630,19790228,S&P 500 Comp-Ltd,I0003,FDS HOLDING CO,FDSH,302418108
005654,000003,19760630,19810531,S&P 500 Comp-Ltd,I0003,HOBART CORP,HOB,433728102
005843,000003,19760630,19820531,S&P 500 Comp-Ltd,I0003,INA CORP,INA.1,449744101
007174,000003,19760630,19820831,S&P 500 Comp-Ltd,I0003,MCLEAN TRUCKING CO,MLN.2,582103107
007659,000003,19760630,19821031,S&P 500 Comp-Ltd,I0003,NLT CORP,NLT,629161100
003463,000003,19760630,19840930,S&P 500 Comp-Ltd,I0003,CONTINENTAL BANK CORP,CBK.2,211113105
008252,000003,19760630,19850430,S&P 500 Comp-Ltd,I0003,PABST BREWING CO,PABT,693715203
004732,000003,19760630,19870331,S&P 500 Comp-Ltd,I0003,FIRST PENNSYLVANIA CORP,FPA.,336072103
006058,000003,19760630,19870331,S&P 500 Comp-Ltd,I0003,INTERFIRST CORP,IFC.1,458916103
015448,000003,19760630,19880531,S&P 500 Comp-Ltd,I0003,DUKE ENERGY INDIANA INC,CIN3,263901001
004323,000003,19760630,19890331,S&P 500 Comp-Ltd,I0003,EMERY AIR FREIGHT CORP,EAF,291101103
007003,000003,19760630,19920101,S&P 500 Comp-Ltd,I0003,MANUFACTURERS HANOVER CORP,MHC.1,564809101
010705,000003,19760630,19931130,S&P 500 Comp-Ltd,I0003,TRAVELERS CORP,TIC.1,894180108
002558,000003,19760630,19940228,S&P 500 Comp-Ltd,I0003,CNA FINANCIAL CORP,CNA,126117100
003459,000003,19760630,19950509,S&P 500 Comp-Ltd,I0003,CONTINENTAL CORP,CIC.3,211327101
004689,000003,19760630,19951130,S&P 500 Comp-Ltd,I0003,FIRST CHICAGO CORP,FNB.,319455101
002943,000003,19760630,19960331,S&P 500 Comp-Ltd,I0003,CHASE MANHATTAN CORP  -OLD,CMB.1,161610100
004710,000003,19760630,19960331,S&P 500 Comp-Ltd,I0003,FIRST INTERSTATE BNCP,I.1,320548100
011649,000003,19760630,19961103,S&P 500 Comp-Ltd,I0003,YRC WORLDWIDE INC,YRCW,984249607
003416,000003,19760630,19961202,S&P 500 Comp-Ltd,I0003,CON-WAY INC,CNW,205944101
065351,000003,19760630,19970610,S&P 500 Comp-Ltd,I0003,PROVIDIAN CORP,PVN.2,744061102
009168,000003,19760630,19980127,S&P 500 Comp-Ltd,I0003,CALIBER SYSTEMS INC,CBB.1,129894101
010815,000003,19760630,19980426,S&P 500 Comp-Ltd,I0003,USF&G CORP,FG.1,903290104
002024,000003,19760630,19980930,S&P 500 Comp-Ltd,I0003,BANKAMERICA CORP-OLD,BAC.Z.,066050105
003066,000003,19760630,19981007,S&P 500 Comp-Ltd,I0003,CITICORP,3614B,17399Z931
002029,000003,19760630,19990603,S&P 500 Comp-Ltd,I0003,BANKERS TRUST CORP,BT.2,066365107
002014,000003,19760630,19990930,S&P 500 Comp-Ltd,I0003,BANKBOSTON CORP,BKB.2,06605R106
007562,000003,19760630,20010101,S&P 500 Comp-Ltd,I0003,MORGAN (J P) & CO,JPM.Z,616880100
001465,000003,19760630,20010829,S&P 500 Comp-Ltd,I0003,AMERICAN GENERAL CORP,AGC.1,026351106
009380,000003,19760630,20040401,S&P 500 Comp-Ltd,I0003,ST PAUL COS,SPC.2,79299X952
006241,000003,19760630,20060402,S&P 500 Comp-Ltd,I0003,JEFFERSON-PILOT CORP,JP.1,475070108
007238,000003,19760630,20070701,S&P 500 Comp-Ltd,I0003,MELLON FINANCIAL CORP,MEL.3,58551A108
009351,000003,19760630,20080922,S&P 500 Comp-Ltd,I0003,SAFECO CORP,SAF,786429100
001663,000003,19760630,20081118,S&P 500 Comp-Ltd,I0003,ANHEUSER-BUSCH COS INC,BUD.2,035229103
003024,000003,19760630,20160118,S&P 500 Comp-Ltd,I0003,CHUBB CORP,CB.1,171232101
005871,000003,19760930,19890731,S&P 500 Comp-Ltd,I0003,IDEAL BASIC INDUSTRIES INC,IDL.1,451542104
003813,000003,19761231,,S&P 500 Comp-Ltd,I0003,TARGET CORP,TGT,87612E106
006008,000003,19761231,,S&P 500 Comp-Ltd,I0003,INTEL CORP,INTC,458140100
004540,000003,19761231,19790831,S&P 500 Comp-Ltd,I0003,FAIRCHILD CAMERA &INSTRUMENT,FCI.1,303693105
011440,000003,19761231,19930630,S&P 500 Comp-Ltd,I0003,WESTMORELAND COAL CO,WLB,960878106
007772,000003,19761231,20110925,S&P 500 Comp-Ltd,I0003,NATIONAL SEMICONDUCTOR CORP,NSM.2,637640103
003680,000003,19770331,19791130,S&P 500 Comp-Ltd,I0003,CYPRUS MINES CORP,CYM.2,232813105
015106,000003,19770331,19820228,S&P 500 Comp-Ltd,I0003,BECKMAN COULTER INC,BEC,075811109
002845,000003,19770331,20090818,S&P 500 Comp-Ltd,I0003,CENTEX CORP,CTX.2,152312104
002775,000003,19770630,19841231,S&P 500 Comp-Ltd,I0003,CARNATION CO,CMK.2,143483105
001308,000003,19770630,19870630,S&P 500 Comp-Ltd,I0003,ALLIS-CHALMERS ENERGY INC,ALY,019645506
008585,000003,19770630,19881231,S&P 500 Comp-Ltd,I0003,PILLSBURY CO,5841A,721510006
007675,000003,19771231,19810728,S&P 500 Comp-Ltd,I0003,NABISCO INC,NB.3,629527102
003030,000003,19771231,19890228,S&P 500 Comp-Ltd,I0003,CHURCH'S FRIED CHICKEN INC,CHU.1,171583107
001620,000003,19780331,19840131,S&P 500 Comp-Ltd,I0003,AMSTAR CORP,4072A,032173007
005745,000003,19780630,19810531,S&P 500 Comp-Ltd,I0003,HOUSTON OIL & MINERALS CORP,HOI,442281101
007276,000003,19780630,19851130,S&P 500 Comp-Ltd,I0003,MESA INC,MXP.,590655106
011379,000003,19780630,19890331,S&P 500 Comp-Ltd,I0003,WEST POINT-PEPPERELL,WPM.1,955465109
004062,000003,19780630,20071213,S&P 500 Comp-Ltd,I0003,DOW JONES & CO INC,DJ,260561105
007457,000003,19780930,19821130,S&P 500 Comp-Ltd,I0003,MISSOURI PACIFIC CORP,MIS.3,606191104
002154,000003,19780930,20141204,S&P 500 Comp-Ltd,I0003,BEMIS CO INC,BMS,081437105
010519,000003,19781231,,S&P 500 Comp-Ltd,I0003,TEXTRON INC,TXT,883203101
007992,000003,19781231,19850630,S&P 500 Comp-Ltd,I0003,NORTHWEST INDUSTRIES,NWT,667528103
005378,000003,19781231,19931031,S&P 500 Comp-Ltd,I0003,PARAMOUNT COMMUNICATIONS INC,PCI.3,699216107
006765,000003,19781231,19940228,S&P 500 Comp-Ltd,I0003,LITTON INDUSTRIES INC,LIT.1,538021106
010443,000003,19781231,19991104,S&P 500 Comp-Ltd,I0003,TENNECO INC,TEN,880349105
010405,000003,19781231,20150701,S&P 500 Comp-Ltd,I0003,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102
009036,000003,19790331,19791130,S&P 500 Comp-Ltd,I0003,RELIANCE ELECTRIC CO  -OLD,REE.1,759457104
005718,000003,19790331,19890228,S&P 500 Comp-Ltd,I0003,HCA HOSP CP OF AMER  -CL A,HCA.1,40499V931
009775,000003,19790331,19890630,S&P 500 Comp-Ltd,I0003,SMITHKLINE BECKMAN CORP,SKB,832377105
021375,000003,19790331,19890930,S&P 500 Comp-Ltd,I0003,AMERICAN MEDICAL HOLDINGS,AMI.1,027428101
005776,000003,19790331,19930831,S&P 500 Comp-Ltd,I0003,GALEN HEALTH CARE INC,GHC.1,363233107
010669,000003,19790331,19990721,S&P 500 Comp-Ltd,I0003,TRANSAMERICA CORP,TA.1,893485102
007750,000003,19790331,20160417,S&P 500 Comp-Ltd,I0003,TENET HEALTHCARE CORP,THC,88033G407
011060,000003,19790630,,S&P 500 Comp-Ltd,I0003,VF CORP,VFC,918204108
016476,000003,19790630,19850831,S&P 500 Comp-Ltd,I0003,LEVI STRAUSS & CO,6206B,52736R938
005505,000003,19790630,19950529,S&P 500 Comp-Ltd,I0003,HARTMARX CORP,HTMXQ,417119104
010039,000003,19790930,19850331,S&P 500 Comp-Ltd,I0003,STAUFFER CHEMICAL CO,STF.,857721104
009705,000003,19790930,19850831,S&P 500 Comp-Ltd,I0003,SIGNAL COS,SGN.1,826622102
001573,000003,19790930,19990623,S&P 500 Comp-Ltd,I0003,AMERICAN STORES CO,ASC.1,030096101
011264,000003,19791231,,S&P 500 Comp-Ltd,I0003,WALGREENS BOOTS ALLIANCE INC,WBA,931427108
004094,000003,19791231,20001002,S&P 500 Comp-Ltd,I0003,DUN & BRADSTREET CORP,DNB,26483E100
001487,000003,19800331,,S&P 500 Comp-Ltd,I0003,AMERICAN INTERNATIONAL GROUP,AIG,026874784
004818,000003,19800331,,S&P 500 Comp-Ltd,I0003,FLUOR CORP,FLR,343412102
006878,000003,19800630,19860331,S&P 500 Comp-Ltd,I0003,MGM UA ENTERTAINMENT CO,MGM.1,553013103
005492,000003,19800630,19991107,S&P 500 Comp-Ltd,I0003,HARRIS CORP,HRS,413875105
011040,000003,19800630,20000402,S&P 500 Comp-Ltd,I0003,PHARMACIA & UPJOHN INC,PNU.1,716941109
011278,000003,19800930,19920731,S&P 500 Comp-Ltd,I0003,WANG LABS INC,WANG,933696205
004598,000003,19801231,,S&P 500 Comp-Ltd,I0003,FEDEX CORP,FDX,31428X106
008253,000003,19801231,,S&P 500 Comp-Ltd,I0003,PACCAR INC,PCAR,693718108
005816,000003,19801231,19840131,S&P 500 Comp-Ltd,I0003,HYSTER CO,HYST,449168103
009226,000003,19801231,19841031,S&P 500 Comp-Ltd,I0003,ROLM CORP,RM.1,775784101
010571,000003,19801231,19890131,S&P 500 Comp-Ltd,I0003,TIGER INTERNATIONAL,6068B,886735109
006856,000003,19801231,19950702,S&P 500 Comp-Ltd,I0003,M/A-COM INC,MAI.1,552618100
007980,000003,19801231,20020721,S&P 500 Comp-Ltd,I0003,NORTEL NETWORKS CORP,NRTLQ,656568508
001891,000003,19810331,,S&P 500 Comp-Ltd,I0003,AUTOMATIC DATA PROCESSING,ADP,053015103
009483,000003,19810331,20060226,S&P 500 Comp-Ltd,I0003,SCIENTIFIC-ATLANTA INC,SFA.1,808655104
005256,000003,19810630,,S&P 500 Comp-Ltd,I0003,GRAINGER (W W) INC,GWW,384802104
007085,000003,19810630,,S&P 500 Comp-Ltd,I0003,MASCO CORP,MAS,574599106
010790,000003,19810630,19840430,S&P 500 Comp-Ltd,I0003,TYMSHARE INC,TYM.1,902384106
005074,000003,19810630,19840930,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104
010503,000003,19810630,19860131,S&P 500 Comp-Ltd,I0003,TEXAS OIL & GAS CORP,TXO,882593106
003782,000003,19810630,19910331,S&P 500 Comp-Ltd,I0003,CATTLESALE CO,CTLE.,26779T100
003760,000003,19810630,19991012,S&P 500 Comp-Ltd,I0003,DATA GENERAL CORP,DGN.,237688106
003336,000003,19810630,20151130,S&P 500 Comp-Ltd,I0003,DXC TECHNOLOGY COMPANY,DXC,23355L106
001722,000003,19810729,,S&P 500 Comp-Ltd,I0003,ARCHER-DANIELS-MIDLAND CO,ADM,039483102
011306,000003,19810812,19980716,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC-OLD,WMX,94106K101
009967,000003,19810930,19890930,S&P 500 Comp-Ltd,I0003,SQUIBB CORP,SQB,852245109
005038,000003,19810930,20010627,S&P 500 Comp-Ltd,I0003,HARCOURT GENERAL INC,H.2,41163G101
009411,000003,19810930,20120628,S&P 500 Comp-Ltd,I0003,HILLSHIRE BRANDS CO,HSH,432589109
010097,000003,19811231,19841031,S&P 500 Comp-Ltd,I0003,STORAGE TECHNOLOGY CP,STK.1,862111200
006319,000003,19811231,19870228,S&P 500 Comp-Ltd,I0003,KAISER CEMENT CORP,KCC.1,483044103
010001,000003,19811231,19870630,S&P 500 Comp-Ltd,I0003,STANDARD OIL CO,SRD,853734101
007116,000003,19820331,,S&P 500 Comp-Ltd,I0003,MATTEL INC,MAT,577081102
011466,000003,19820331,19860430,S&P 500 Comp-Ltd,I0003,WHITE CONSOLIDATED INDS INC,WSW,963626106
011396,000003,19820331,19880131,S&P 500 Comp-Ltd,I0003,WESTERN CO OF NO AMER,WSN.,958043408
011691,000003,19820331,19951219,S&P 500 Comp-Ltd,I0003,ZURN INDUSTRIES INC,ZRN,989824107
011366,000003,19820331,20080929,S&P 500 Comp-Ltd,I0003,WENDY'S INTERNATIONAL INC,WEN.2,950590109
003176,000003,19820630,19861130,S&P 500 Comp-Ltd,I0003,COLLINS & AIKMAN CORP  -OLD,CR.1,194828109
008208,000003,19820630,19861130,S&P 500 Comp-Ltd,I0003,OVERNITE TRANSPORTATION,OVT.1,690326103
005563,000003,19820630,19871130,S&P 500 Comp-Ltd,I0003,HEILEMAN (G) BREWING  -OLD,GHB,422884106
002080,000003,19820630,19951031,S&P 500 Comp-Ltd,I0003,BASSETT FURNITURE INDS,BSET,070203104
007254,000003,19820630,19980813,S&P 500 Comp-Ltd,I0003,MERCANTILE STORES CO INC,MST.,587533100
006864,000003,19820630,19980915,S&P 500 Comp-Ltd,I0003,MCI COMMUNICATIONS,MCIC.,552673105
007267,000003,19820630,20090101,S&P 500 Comp-Ltd,I0003,MERRILL LYNCH & CO INC,BAC2,590188108
011259,000003,19820831,,S&P 500 Comp-Ltd,I0003,WAL-MART STORES INC,WMT,931142103
003165,000003,19820831,19880630,S&P 500 Comp-Ltd,I0003,RANGER INDUSTRIES INC,RNGR.1,752907105
003610,000003,19820831,19910930,S&P 500 Comp-Ltd,I0003,CROSS & TRECKER CORP,CTCO.1,227430105
009778,000003,19820930,,S&P 500 Comp-Ltd,I0003,SNAP-ON INC,SNA,833034101
010016,000003,19820930,,S&P 500 Comp-Ltd,I0003,STANLEY BLACK & DECKER INC,SWK,854502101
006635,000003,19820930,19870630,S&P 500 Comp-Ltd,I0003,LEASEWAY TRANSPORTATION CORP,LSWY,522075100
009217,000003,19820930,20090401,S&P 500 Comp-Ltd,I0003,ROHM AND HAAS CO,ROH,775371107
002435,000003,19821031,,S&P 500 Comp-Ltd,I0003,BROWN FORMAN CORP,BF.B,115637209
003167,000003,19821031,19890331,S&P 500 Comp-Ltd,I0003,COLEMAN CO INC  -OLD,6057B,193558103
005063,000003,19821031,19900731,S&P 500 Comp-Ltd,I0003,GENERAL INSTRUMENT CORP,GIC.3,370120107
010093,000003,19821031,19981117,S&P 500 Comp-Ltd,I0003,STONE CONTAINER CORP,STO.3,861589109
001690,000003,19821130,,S&P 500 Comp-Ltd,I0003,APPLE INC,AAPL,037833100
011049,000003,19821130,19970617,S&P 500 Comp-Ltd,I0003,USLIFE CORP,USH.1,917318107
008068,000003,19821231,,S&P 500 Comp-Ltd,I0003,OCCIDENTAL PETROLEUM CORP,OXY,674599105
009299,000003,19821231,20170618,S&P 500 Comp-Ltd,I0003,RYDER SYSTEM INC,R,783549108
009312,000003,19830228,19840930,S&P 500 Comp-Ltd,I0003,SCA SERVICES INC,SCV.1,783878101
009556,000003,19830228,19950712,S&P 500 Comp-Ltd,I0003,SPX CORP-OLD,SPW.2,784993941
008468,000003,19830331,19981230,S&P 500 Comp-Ltd,I0003,PENNZENERGY CO,PZE.1,70931Q109
004371,000003,19830731,20060605,S&P 500 Comp-Ltd,I0003,ENGELHARD CORP,EC.2,292845104
003362,000003,19830831,,S&P 500 Comp-Ltd,I0003,CONAGRA BRANDS INC,CAG,205887102
004652,000003,19830831,19880331,S&P 500 Comp-Ltd,I0003,FINANCIAL CORP OF AMERICA,5930B,317421105
006733,000003,19830930,,S&P 500 Comp-Ltd,I0003,L BRANDS INC,LB,501797104
010639,000003,19830930,20050721,S&P 500 Comp-Ltd,I0003,TOYS R US INC,1231B,892335100
005744,000003,19831031,19850630,S&P 500 Comp-Ltd,I0003,HOUSTON PIPE LINE CO,ENRNQ1,44299Y004
002136,000003,19831130,,S&P 500 Comp-Ltd,I0003,VERIZON COMMUNICATIONS INC,VZ,92343V104
009899,000003,19831130,,S&P 500 Comp-Ltd,I0003,AT&T INC,T,00206R102
061489,000003,19831130,19941130,S&P 500 Comp-Ltd,I0003,QWEST COMMUNICATION INTL INC,Q.2,749121109
